title,year,href,citations
Does size matter? The effects of body size and declining oxygen tension on oxygen uptake in gastropods,2012,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/does-size-matter-the-effects-of-body-size-and-declining-oxygen-tension-on-oxygen-uptake-in-gastropods/BE14AD6FF977EC320B3206857040CA27,24
Competitive relationships in a fertile grassland community–does size matter?,2002,https://link.springer.com/content/pdf/10.1007/s00442-002-0935-3.pdf,24
Effect of prostate gland size on the learning curve for robot-assisted laparoscopic radical prostatectomy: does size matter initially?,2010,https://www.liebertpub.com/doi/abs/10.1089/end.2009.0325,24
Nerve quantification and computerized planimetry to evaluate periprostatic nerve distribution—does size matter?,2009,https://www.sciencedirect.com/science/article/pii/S0090429509001939,24
Does size matter? – Thermoregulation of 'heavyweight' and 'lightweight' wasps (Vespa crabro and Vespula sp.),2012,https://journals.biologists.com/bio/article-abstract/1/9/848/19737,24
Does size really matter? A comparison of the Riata lead family based on size and its relation to performance,2008,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-8159.2008.01076.x,24
Individual–group discontinuity in group–individual interactions: Does size matter?,2009,https://journals.sagepub.com/doi/abs/10.1177/1368430208098781,23
What does cruise passengers' satisfaction depend on? Does size really matter?,2018,https://www.sciencedirect.com/science/article/pii/S0278431917309647,23
Matters of fiber size and myonuclear domain: does size matter more than age?,2015,https://onlinelibrary.wiley.com/doi/abs/10.1002/mus.24669,22
Does size matter? An exploration of the role of body size on brand image perceptions,2015,https://www.emerald.com/insight/content/doi/10.1108/JPBM-05-2014-0616/full/html,22
Does size matter in aged care facilities? A literature review of the relationship between the number of facility beds and quality,2017,https://journals.lww.com/hcmrjournal/FullText/2017/10000/Does_size_matter_in_aged_care_facilities__A.5.aspx,22
Does size matter? Maximising nutrient and biomass intake by shoot selection amongst herbivorous geese,2000,https://www2.dmu.dk/1_viden/2_publikationer/3_Ovrige/rapporter/TFO_Doctors_27art_web/25_383_391.pdf,22
The safety and efficacy of ERCP in the pediatric population with standard scopes: Does size really matter?,2016,https://springerplus.springeropen.com/articles/10.1186/s40064-016-1749-9,22
Pricing on the fish market—does size matter?,2015,https://www.journals.uchicago.edu/doi/abs/10.1086/680445,21
Mini PCNL for renal calculi: does size matter?,2017,https://bjui-journals.onlinelibrary.wiley.com/doi/abs/10.1111/bju.13839,21
Human resource management in hospitality firms in Egypt: Does size matter?,2018,https://journals.sagepub.com/doi/abs/10.1177/1467358415619675,21
Does Size Matter? Factors Influencing the Spatial Ecology of Northern Pacific Rattlesnakes (Crotalus oreganus oreganus) in Central California,2013,https://meridian.allenpress.com/copeia/article-abstract/2013/3/485/115399,21
Does Size Matter? Organisational slack and visibility as alternative explanations for environmental responsiveness,2000,https://search.proquest.com/openview/ee911b4f808d22bcbbdccf8d0cfff79d/1?pq-origsite=gscholar&cbl=51922&diss=y,21
Does size matter? Fitness‐related factors in steelhead trout determined by genetic parentage assignment,2004,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/03-0488,21
Does size matter? Assessing the use of vessel length to manage fisheries in England,2018,https://www.sciencedirect.com/science/article/pii/S0308597X1830068X,20
Subcellular scaling: does size matter for cell division?,2018,https://www.sciencedirect.com/science/article/pii/S0955067417300558,20
Board gender diversity and the technical efficiency of microfinance institutions: Does size matter?,2019,https://www.sciencedirect.com/science/article/pii/S1059056017308675,20
Bank earnings volatility in the UK: Does size matter? A comparison between commercial and investment banks,2016,https://www.sciencedirect.com/science/article/pii/S0275531916300587,20
Does size matter? Decompressive surgery under review,2015,https://link.springer.com/article/10.1007/s10143-015-0626-2,20
Large shocks vs. small shocks.(Or does size matter? May be so.),2006,https://www.sciencedirect.com/science/article/pii/S0304407605001727,20
First‐trimester intervention in twin reversed arterial perfusion sequence: does size matter?,2017,https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1002/uog.16013,20
Does size matter? Miniature pottery vessels in Minoan peak sanctuaries,2009,https://www.jstor.org/stable/27759943,20
Why does size matter? A test of the benefits of female mate choice in a teleost fish based on morphological and physiological indicators of male quality,2009,https://www.journals.uchicago.edu/doi/abs/10.1086/605934,20
Six-Member Juries: Does Size Really Matter,1999,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/tenn67&section=32,20
Does size matter in the cryptocurrency market?,2020,https://www.tandfonline.com/doi/abs/10.1080/13504851.2019.1673298,19
Does size matter? Investigating the optimal planning target volume margin for postoperative stereotactic radiosurgery to resected brain metastases,2018,https://thejns.org/view/journals/j-neurosurg/130/3/article-p797.xml,19
Does size matter? A bioeconomic perspective on optimal harvesting when price is size-dependent,2011,https://cdnsciencepub.com/doi/abs/10.1139/f2011-093,19
Does size matter? text and grammar revision for parsing social media data,2013,https://www.aclweb.org/anthology/W13-1101.pdf,19
Per-urethral endoscopic management of bladder stones: does size matter?,2003,https://www.liebertpub.com/doi/abs/10.1089/089277903769013694,19
Does size matter? Venom proteomic and functional comparison between night adder species (Viperidae: Causus) with short and long venom glands,2018,https://www.sciencedirect.com/science/article/pii/S1532045618300590,19
Does size really matter? Empirical evidence on group incentives,2002,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=385862,19
Does size matter?,2012,https://journals.sagepub.com/doi/abs/10.1068/p7324,18
Spermatoceles in adults: when does size matter?,2007,https://www.tandfonline.com/doi/abs/10.1080/01485010701730690,18
Does size matter for horny beetles? A geometric morphometric analysis of interspecific and intersexual size and shape variation in Colophon haughtoni …,2016,https://link.springer.com/article/10.1007/s13127-016-0289-z,18
Does size matter? The impact of screen size on stereoscopic 3DTV,2010,http://frederic.lopez.free.fr/3d/3DTV-DoesSizeMatter_IBC2010Award.pdf,18
Detection of clonality in lymphoproliferations using PCR of the antigen receptor genes: does size matter?,2008,https://www.sciencedirect.com/science/article/pii/S0145212607001865,18
Impact of a learning curve model in kidney transplantation on functional outcome and surgical complications in a small volume centre: does size really matter?,2012,https://link.springer.com/content/pdf/10.1007/s11255-012-0254-5.pdf,18
Does size matter? A cautionary experiment on overoptimism in length-based bioresource assessment,2007,https://cdnsciencepub.com/doi/abs/10.1139/f07-076,17
Laparoscopic adrenalectomy for pheochromocytoma-does size matter? A single surgeon comparative study,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5071191/,17
Mug shot exposure effects: Does size matter?,2009,https://link.springer.com/article/10.1007/s10979-008-9126-z,17
"Does size matter in growth, productivity, employment and vulnerability/flexibility in Turkish manufacturing?",2005,https://www.tandfonline.com/doi/abs/10.1080/1468384042000339357,17
Patient factors affecting operative times for single-incision trans-axillary robotic-assisted (STAR) thyroid lobectomy: does size matter?,2012,https://link.springer.com/article/10.1245/s10434-011-1972-0,17
Application of geometric morphometrics to the analysis of cut mark morphology on different bones of differently sized animals. Does size really matter?,2019,https://www.sciencedirect.com/science/article/pii/S1040618218313004,17
A Spline Analysis of the Small Firm Effect: Does Size Really Matter?,1996,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.194.9647&rep=rep1&type=pdf,17
Does size matter?,2007,https://jpm.pm-research.com/content/33/3/57.abstract,16
Does size matter?,2005,https://journals.sagepub.com/doi/pdf/10.1177/003172170508700320,16
Does size matter? The relationship between size and performance,2011,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1826406,16
"Big formats, small nations: does size matter?",2011,https://westminsterresearch.westminster.ac.uk/item/8zy75/big-formats-small-nations-does-size-matter,16
"Does size matter?: dominant discourses about penises in western culture [Paper in: Haunted, Healy, Chris and Muecke, Stephen (eds).]",2004,https://search.informit.org/doi/pdf/10.3316/ielapa.200410580,16
Liver volume in the cirrhotic patient: does size matter?,2014,https://link.springer.com/article/10.1007/s10620-014-3038-1,16
Does size matter? An assessment of quota market evolution and performance in the Great Barrier Reef fin-fish fishery,2014,https://www.jstor.org/stable/26269600,16
Aseptic loosening rate of the humeral stem in the Coonrad-Morrey total elbow arthroplasty. Does size matter?,2014,https://www.sciencedirect.com/science/article/pii/S1058274613004783,16
Role of the laparoscopic approach to cytoreductive nephrectomy in metastatic renal-cell carcinoma: does size matter?,2010,https://www.liebertpub.com/doi/abs/10.1089/end.2009.0401,16
Does size matter? Particle size vs. quality in bivalve suspension feeding,2018,https://onlinelibrary.wiley.com/doi/abs/10.1111/fwb.13184,15
Does size matter? An investigation into the role of virtual team size in IT service provisioning,2016,https://www.emerald.com/insight/content/doi/10.1108/IMDS-07-2015-0300/full/html,15
Breast conserving therapy for DCIS—does size matter?,2014,https://onlinelibrary.wiley.com/doi/abs/10.1002/jso.23657,15
Apparent diffusion coefficient in differentiation between malignant and benign breast masses: does size matter?,2016,https://www.sciencedirect.com/science/article/pii/S0009926015004432,15
Does size matter? Larger Blalock–Taussig shunt in the modified Norwood operation correlates with better hemodynamics,2005,https://academic.oup.com/ejcts/article-abstract/28/1/56/404267,15
Does size really matter? A review of the role of stake and prize levels in relation to gambling-related harm,2013,http://www.bjll.org/index.php/jgbe/article/view/819,15
Serial innovators in the UK: does size matter?,2016,https://academic.oup.com/icc/article-abstract/25/1/23/2357183,14
Prostatic urethral lift: does size matter?,2018,https://www.liebertpub.com/doi/abs/10.1089/end.2017.0855,14
Does size matter? The relationship between vocabulary breadth and depth,2011,https://www.academia.edu/download/56315743/richard_2011_Sophia_International_Review.pdf,14
"Vibrators and other sex toys are commonly recommended to patients, but does size matter? Dimensions of commonly sold products",2015,https://www.sciencedirect.com/science/article/pii/S1743609515309577,14
Does size matter? A qualitative study into areas of corruption where a firm's size influences prospects for distributors of foreign‐made goods in Russia,2010,https://www.emerald.com/insight/content/doi/10.1108/17465261011016559/full/html,14
Does size matter? Distributed leadership in small secondary schools,2003,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.476.1667&rep=rep1&type=pdf,14
Does size matter? The effect of uterine weight on robot-assisted total laparoscopic hysterectomy outcomes,2011,https://link.springer.com/content/pdf/10.1007/s11701-011-0271-x.pdf,14
Does size matter? The impact of ultra-thin media models on women's body image and on advertising eﬀectiveness,2007,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203496305-15/size-matter-impact-ultra-thin-media-models-women-body-image-advertising-e%EF%AC%80ectiveness-emma-halliwell-helga-dittmar,13
"Does Size Matter?—The Effect of Size of Production Workers, Management Staff and Proprietors on Productivity",2018,https://www.scirp.org/html/24-1501559_86663.htm,13
Deep-ocean dissolved organic matter reactivity along the Mediterranean Sea: does size matter?,2017,https://www.nature.com/articles/s41598-017-05941-6,13
Functional morphology and hydrodynamics of plesiosaur necks: does size matter?,2019,https://www.tandfonline.com/doi/abs/10.1080/02724634.2019.1594850,13
Does size matter? Electoral performance of small parties in Brazil,2016,https://www.scielo.br/j/bpsr/a/7X9wQWfFcrbdNtpwBD5yzHG/abstract/?lang=en,13
Does size matter? Kidney transplant donor size determines kidney function among living donors,2017,https://academic.oup.com/ckj/article-abstract/10/1/116/2970315,13
Laparoscopic splenectomy for massive splenomegaly: does size matter?,2017,https://www.liebertpub.com/doi/abs/10.1089/lap.2017.0384,13
Does size matter? The multipolar international landscape of nanoscience,2016,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0166914,13
Light responses of yew (Taxus baccata L.); does size matter?,2015,https://link.springer.com/article/10.1007/s00468-014-1095-x,13
Winds of AGB stars: does size matter?,2008,https://iopscience.iop.org/article/10.1088/0031-8949/2008/T133/014007/meta,13
Does size matter? A review of screen-detected microcalcifications seen at breast screening assessment,2008,https://link.springer.com/article/10.1186/bcr2080,13
The woolly flying squirrel and gliding: does size matter?,2001,https://link.springer.com/article/10.1007/BF03192449,13
Does Size Really Matter? Probing the Efficacy of Structural Reduction in the Optimization of Bioderived Compounds–A Computational “Proof-of-Concept”,2018,https://www.sciencedirect.com/science/article/pii/S2001037018301843,13
Kinetics of fluorescein in tear film after eye drop instillation in beagle dogs: does size really matter?,2019,https://www.frontiersin.org/articles/10.3389/fvets.2019.00457/full,13
Otolith accretion rates: Does size really matter?,2008,https://www.sciencedirect.com/science/article/pii/S002209810800275X,13
Does size matter? Hiring discrimination and firm size,2018,https://www.emerald.com/insight/content/doi/10.1108/IJM-09-2017-0239/full/html,12
Patent foramen ovale in cryptogenic stroke and migraine with aura: does size matter?,2018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6205877/,12
Loan Portfolio Structure and Performance of Government Owned Banks in Indonesia: Does Size Matter?,2015,https://espace.curtin.edu.au/handle/20.500.11937/23651,12
Does size matter? Examining the effect of obesity on inpatient amputation rehabilitation outcomes,2017,https://www.tandfonline.com/doi/abs/10.3109/09638288.2016.1140831,12
… the American Joint Committee on Cancer (AJCC) staging system for retroperitoneal sarcomas using the National Cancer Data Base (NCDB): Does size matter …,2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6345601/,12
Does size matter? Technical considerations of a regenerative tissue matrix for use in reconstructive surgery,2011,https://journals.sagepub.com/doi/abs/10.1177/229255031101900203,12
Does size matter? Changes in the size of animals throughout the English Saxon period (AD 450–1066),2014,https://www.sciencedirect.com/science/article/pii/S0305440313004378,12
Does size matter?: Tuvalu and Nauru compared,2004,https://search.informit.org/doi/pdf/10.3316/ielapa.200406016,12
Coffee rust genome measured using flow cytometry: does size matter?,2014,https://bsppjournals.onlinelibrary.wiley.com/doi/abs/10.1111/ppa.12175,12
How does size matter? The impact of the rise of small schools on Latinos and emergent bilinguals in New York City,2011,https://www.tandfonline.com/doi/abs/10.1080/13670050.2010.539671,12
Infantile hypertrophic pyloric stenosis: does size really matter?,2014,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1440-1754.2010.01778.x,12
"Does size really matter? A sensitivity analysis of number of seeds in a respondent-driven sampling study of gay, bisexual and other men who have sex with …",2016,https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/s12874-016-0258-4,12
Does size matter? a critical review of meta-analysis in agronomy,2019,https://www.cambridge.org/core/journals/experimental-agriculture/article/does-size-matter-a-critical-review-of-metaanalysis-in-agronomy/61E091FE4E27B8DE8D7F99AD4DCBCF1D,11
Does size matter? An exploratory study of the public dining experience of obese people,2019,https://www.sciencedirect.com/science/article/pii/S1447677018302730,11
Subspecialisation in neurosurgery—does size matter?,2011,https://link.springer.com/article/10.1007/s00701-011-0970-0,11
Microcatheter navigation through the clot: does size matter?,2019,https://jnis.bmj.com/content/11/3/271.abstract,11
Does size matter? A re-examination of a time-proven method,2008,https://www.academia.edu/download/33191991/Digital_Humanities_2008_Book_of_Abstracts.pdf#page=201,11
Outcomes of resection of giant hepatocellular carcinoma in a tertiary institution: does size matter?,2015,https://www.sciencedirect.com/science/article/pii/S1365182X15320050,11
Does size matter? Salience of follow-up payments in drug abuse research,2007,https://www.jstor.org/stable/30033238,11
Financial and Legal Constraints to Firm Growth: Does Size Matter?,2002,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=634403,11
Does size matter?--Evaluation of value added content of two decades of successive coding schemes in secondary care.,2001,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2243390/,11
Intramyocellular lipids and insulin sensitivity: does size really matter?,2004,https://search.proquest.com/openview/8f0cfdb4e4405883f99135cfe5e63169/1?pq-origsite=gscholar&cbl=105348,11
Does size matter,2003,https://www.osti.gov/etdeweb/servlets/purl/20421091#page=192,10
Does size matter?,2002,https://search.proquest.com/openview/e507e6835c98bc8f411fa1db95500c53/1.pdf?pq-origsite=gscholar&cbl=35114,10
Does size matter? Comparing the party politics of climate change in Australia and Norway,2019,https://www.tandfonline.com/doi/shareview/10.1080/09644016.2019.1625146,10
Does size matter? Quantifying the cumulative impact of small‐scale living shoreline and oyster reef restoration projects on shoreline erosion,2020,https://onlinelibrary.wiley.com/doi/abs/10.1111/rec.13235,10
How much does size matter in agri-food firms?,2015,https://www.sciencedirect.com/science/article/pii/S0148296315000703,10
Does size matter? Investigating user input at a larger bandwidth,2013,https://www.aaai.org/ocs/index.php/FLAIRS/FLAIRS13/paper/viewPaper/5945,10
Performance measurement system design in service operations: Does size matter?,2014,https://www.emerald.com/insight/content/doi/10.1108/MRR-02-2013-0046/full/html,10
Sex and salary: Does size matter?(A survey of supply chain managers),2014,https://www.emerald.com/insight/content/doi/10.1108/SCM-08-2013-0268/full/html?journalCode=scm,10
Mangrove propagule size and oil contamination effects: Does size matter?,2016,https://www.sciencedirect.com/science/article/pii/S0025326X1630443X,10
Laparoscopic distal pancreatectomy for pancreatic tumors: does size matter?,2016,https://www.karger.com/Article/Abstract/445008,10
The Restructuring of Scotland's Education Authorities: Does Size Matter?.,1994,https://eric.ed.gov/?id=EJ496767,10
Does size matter? Balancing power in dyadic cooperation relationships,2010,https://journals.sagepub.com/doi/abs/10.5367/000000010791291802,10
Ultrasound-guided fine-needle aspiration of thyroid nodules: does size matter?,2014,https://www.sciencedirect.com/science/article/pii/S0196070913002871,10
Task performance in mobile and ambient interfaces. Does size matter for usability of electronic diabetes assistants?,2010,https://ieeexplore.ieee.org/abstract/document/6018768/,10
Does size matter? The implications of firm size on enterprise systems success,2016,http://journal.acs.org.au/index.php/ajis/article/view/1224,10
Does size matter? The impact of calf muscle volume on venous return in patients with venous leg ulcers,2007,https://journals.sagepub.com/doi/abs/10.1258/026835507780346169,10
Minimally invasive colorectal surgery in the morbid obese: does size really matter?,2018,https://link.springer.com/article/10.1007/s00464-018-6068-5,10
"Braincase—body size relations in European newts (Triturus spp., Salamandridae, Caudata): does size matter?",2007,https://www.jstor.org/stable/23736736,9
Does size matter?,2000,https://go.gale.com/ps/i.do?id=GALE%7CA188067553&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00280836&p=AONE&sw=w,9
"When does size matter? Promises, pitfalls, and appropriate interpretation of “big” medical records data",2018,https://www.aaojournal.org/pb/assets/raw/Health%20Advance/journals/ophtha/OPHTHA_10317_S200_main.pdf,9
Gene expression profiling prognostication of posterior uveal melanoma: does size matter?,2020,https://www.sciencedirect.com/science/article/pii/S2468653020300026,9
Does size matter when calculating the “correct” tidal volume for pediatric mechanical ventilation?: A hypothesis based on FVC,2018,https://www.sciencedirect.com/science/article/pii/S0012369218305865,9
Does size matter? The dynamics of housing sizes and prices in Hong Kong,2015,https://link.springer.com/article/10.1007/s10901-014-9398-1,9
Does Size Matter?–The Example of the “Excellence Initiative” and Its Impact on Smaller Universities in Germany,2015,https://brill.com/downloadpdf/book/edcoll/9789463001724/BP000003.pdf,9
Equity funds in emerging Asia: Does size matter?,2015,https://www.sciencedirect.com/science/article/pii/S1059056014001257,9
Neighborhood scale and collective efficacy: Does size matter?,2014,https://onlinelibrary.wiley.com/doi/abs/10.1111/soc4.12127,9
Does size matter–What other factors are limiting the rate performance of Na3V2 (PO4) 3 cathode in sodium-ion batteries,2017,https://www.sciencedirect.com/science/article/pii/S0378775317314295,9
Economic performance and technological intensities of manufacturing firms in Malaysia: does size matter?,2008,https://www.tandfonline.com/doi/abs/10.1080/19761597.2008.9668647,9
Diagnosing hypertrophic pyloric stenosis: does size matter?,1999,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-2008-1072286,9
Does size matter? Fecundity and longevity of spider mites (Tetranychus urticae) in relation to mating and food availability,2018,https://bioone.org/journals/Systematic-and-Applied-Acarology/volume-23/issue-9/saa.23.9.6/Does-size-matter-Fecundity-and-longevity-of-spider-mites-Tetranychus/10.11158/saa.23.9.6.short,9
Does Size Matter? The Underlying Intrinsic Size Distribution of Radio Sources and Implications for Unification by Orientation,2013,https://iopscience.iop.org/article/10.1088/0004-637X/774/1/24/meta,9
"Does Size Matter? Enterprise System Performance in Small, Medium and Large Organizations",2008,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.620.8166&rep=rep1&type=pdf,9
Does size matter? What is your infarct rate after coronary artery bypass grafting?,2003,https://www.jtcvs.org/article/S0022-5223(03)00753-0/abstract,9
"Strategic practices in hotel industry in Langkawi Island, Malaysia-does size matter?",2013,https://www.cabdirect.org/cabdirect/abstract/20133389689,9
Does size really matter? How synchrony and size affect the dynamic of aggression between two sympatric species of dolphin in the Bahamas,2012,https://search.proquest.com/openview/d7a68be8e6abf0725be21c65efd1c19a/1?pq-origsite=gscholar&cbl=18750,9
“Does size matter?” A comparison of balloon-assisted less-invasive vs conventional retroperitoneal approach for anterior lumbar interbody fusion,2004,https://link.springer.com/article/10.1007/s00586-004-0680-x,8
Does size matter to models? Exploring the effect of herd size on outputs of a herd-level disease spread simulator,2018,https://www.frontiersin.org/articles/10.3389/fvets.2018.00078/full,8
Consolidation in Indian banking: Does size matter?,2016,https://link.springer.com/article/10.1007/s40622-016-0133-5,8
An evaluation of the internal quality of business applications: Does size matter?,2011,https://ieeexplore.ieee.org/abstract/document/6032512/,8
Magnitude of soft-tissue defect as a predictor of free flap failures: does size matter?,2017,https://journals.lww.com/jorthotrauma/fulltext/2017/12000/Magnitude_of_Soft_Tissue_Defect_as_a_Predictor_of.14.aspx,8
Small emergency departments: Does size matter?,2002,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1442-2026.2002.00292.x,8
Does size matter? Minimally invasive approach in pediatric neurosurgery—a review of 125 minimally invasive surgeries in children: clinical history and operative …,2015,https://link.springer.com/content/pdf/10.1007/s00381-015-2620-y.pdf,8
The influence of obesity on OA—does size matter or is metabolic dysfunction more important?,2012,https://www.nature.com/articles/nrrheum.2011.221,8
Does size matter–how much data is required to train a reg algorithm?,2011,https://www.aclweb.org/anthology/P11-2116.pdf,8
Ultrasound-guided fine-needle aspiration biopsy of thyroid nodules< 10 mm in the maximum diameter: does size matter?,2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6369843/,8
Endovascular vs open AAA repair: does size matter?,2005,https://journals.sagepub.com/doi/abs/10.1177/153857440503900402,8
Intimal disruption in type B aortic intramural hematoma. Does size matter? A systematic review and meta-analysis,2018,https://www.sciencedirect.com/science/article/pii/S0167527318327517,8
Does size really matter in biogeography? Patterns and drivers of global distribution of marine micro‐and meiofauna,2020,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.13771,8
Does Size Really Matter—Using a Decision Tree Approach for Comparison of Three Different Databases from the Medical Field of Acute Appendicitis,2002,https://link.springer.com/article/10.1023/A:1016461301710,8
Expansion strategies of banks: does size matter?,2002,https://revistas.face.ufmg.br/index.php/novaeconomia/article/view/404,7
Does size really matter? Investigating cognitive differences in spatial memory ability based on size in domestic dogs,2017,https://www.sciencedirect.com/science/article/pii/S037663571730027X,7
Does size matter?,2016,http://cms.galenos.com.tr/Uploads/Article_13512/175.pdf,7
Does size matter?,2003,https://www.tandfonline.com/doi/pdf/10.1080/00233600310021360,7
Does size matter?,2007,https://www.researchgate.net/profile/Rainer-Oberbauer/publication/6305881_Does_size_matter/links/0deec52b7013fa3d78000000/Does-size-matter.pdf,7
"Does Size Matter? The Influence of Size, Load Factor, Range Autonomy, and Application Type on the Life Cycle Assessment of Current and Future Medium-and …",2021,https://pubs.acs.org/doi/abs/10.1021/acs.est.0c07773,7
The ostensible authority of a company secretary: does size matter?,2006,https://search.informit.org/doi/pdf/10.3316/agispt.20062613,7
Transoral thyroid surgery vestibular approach: does size matter anymore?,2020,https://link.springer.com/article/10.1007/s40618-019-01149-9,7
Does size matter? The impact of the size of downsizing on financial health and market valuation,2017,https://www.emerald.com/insight/content/doi/10.1108/JSMA-05-2016-0033/full/html,7
Does size matter? a preliminary investigation of the consequences of powerlaws in software,2010,https://dl.acm.org/doi/abs/10.1145/1809223.1809226,7
Does size matter? The influence of law firm size on litigant success rates,2015,https://www.tandfonline.com/doi/abs/10.1080/0098261X.2015.1022456,7
Does size matter? On the productivity and profitability of cableway operation,2007,http://www.alexandria.unisg.ch/publications/38497,7
Does size matter? The influence of firm size on working conditions and job satisfaction,2008,https://www.econstor.eu/handle/10419/92128,7
Does size really matter? Investigating cognitive differences in spatial memory ability based on size in domestic dogs,2017,https://www.sciencedirect.com/science/article/pii/S037663571730027X,7
Regional brain volumes and cognition in childhood epilepsy: does size really matter?,2014,https://www.sciencedirect.com/science/article/pii/S0920121114000436,7
Bidder's Gain in Public M&A Transactions: Does Size Matter?,2016,https://helda.helsinki.fi/bitstream/handle/10138/166991/57011_208788_1_PB.pdf?sequence=1,6
Special session-does size matter? Small programs contribute as many graduates to the engineering workforce as large programs do,2008,https://ieeexplore.ieee.org/abstract/document/4720658/,6
Does size matter? Relating consumed prey sizes and diet composition of otters in South Iberian coastal streams,2007,https://link.springer.com/article/10.1007/BF03194197,6
Does size matter? Correlation of excised gastric specimen size in sleeve gastrectomy to postoperative weight loss and comorbidities,2018,https://link.springer.com/article/10.1007/s11695-017-2975-0,6
Nereis succinea nuptial behavior: Does size matter?,2005,https://www.tandfonline.com/doi/abs/10.1080/07924259.2005.9652174,6
Toxicity of R-11® surfactant to juvenile rainbow trout: Does size matter?,2004,http://courses.washington.edu/fish455/Curranetal2004.pdf,6
Bacterial flagellins: does size matter?,2018,https://www.sciencedirect.com/science/article/pii/S0966842X17302597,6
Does size matter? An analysis of the effect of lumbar disc herniation size on the success of nonoperative treatment,2020,https://journals.sagepub.com/doi/abs/10.1177/2192568219880822,6
Does size matter in laryngology? Relation between body height and laryngeal morphometry,2021,https://www.sciencedirect.com/science/article/pii/S0892199719300797,6
"Challenges, barriers and policy development for South African SMMEs–does size matter?",2021,https://www.tandfonline.com/doi/abs/10.1080/0376835X.2020.1732872,6
Too small to succeed versus too big to fail: how much does size matter in banking?,2020,https://www.tandfonline.com/doi/abs/10.1080/1540496X.2019.1612359,6
Does Size Matter for IPO Survival? Empirical Evidence from India,2018,https://journals.sagepub.com/doi/abs/10.1177/0972262917750249,6
Does size matter? An evaluation of length and proportion of information in environmental impact statements,2018,https://www.sciencedirect.com/science/article/pii/S0195925518301689,6
Does size matter? The Allais paradox and preference reversals with varying outcome magnitudes,2019,https://www.sciencedirect.com/science/article/pii/S2214804318301691,6
DOES SIZE MATTER IN DETERMINING FIRMS'PERFORMANCE? A COMPARATIVE ANALYSIS OF LISTED COMPANIES,2016,https://www.researchgate.net/profile/Manzoor-Ahmad-15/publication/305165739_DOES_SIZE_MATTER_IN_DETERMINING_FIRMS'_PERFORMANCE_A_COMPARATIVE_ANALYSIS_OF_LISTED_COMPANIES/links/5783c6a008ae3f355b4a3821/DOES-SIZE-MATTER-IN-DETERMINING-FIRMS-PERFORMANCE-A-COMPARATIVE-ANALYSIS-OF-LISTED-COMPANIES.pdf,6
Does Size matter Performance and How?: Case of Thai Property Fund,2014,https://ph01.tci-thaijo.org/index.php/JIE/article/view/127182,6
Power in mediation: does size matter?,2007,https://www.hdcentre.org/wp-content/uploads/2016/08/94Powerinmediation-doessizematter-June-2007.pdf,6
Conclusion: Legislatures–Does Size Matter?,2013,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203073322-26/conclusion-legislatures-size-matter-michael-rush,6
Does size matter? Educational attainment and cohort size,2016,https://www.sciencedirect.com/science/article/pii/S0094119016300171,6
Handheld Augmented Reality: Does Size Matter?,2015,https://crpit.scem.westernsydney.edu.au/confpapers/CRPITV162Sambrooks.pdf,6
The impact of trauma center volume on observed/expected mortality: does size matter?,2018,https://journals.sagepub.com/doi/abs/10.1177/000313481808400745,6
Overreaction of Syariah Stocks: Does Size Matter?,2013,https://www.researchgate.net/profile/Norli-Ali/publication/288317245_Does_syariah-compliant_stocks_overreact/links/583bd2b308aef00f3bfd8a9d/Does-syariah-compliant-stocks-overreact.pdf,6
Fatalaties among fishing workers: does size matter?[Research Report.],2003,https://search.informit.org/doi/pdf/10.3316/ielapa.200307093,6
Does size matter? Cryoballoon-based pulmonary vein isolation using a novel 25-mm circular mapping catheter,2017,https://www.jstage.jst.go.jp/article/circj/advpub/0/advpub_CJ-17-0956/_article/-char/ja/,6
